scope,n,left,right,pearson,spearman,classification
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_upper_b_outward_count,0.07784183035545189,0.39141726509849323,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_only_lower_b_outward_count,-0.05189404697780516,-0.12589670699820632,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_upper_a_outward_count,0.2599445096277998,0.5132669112784046,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_only_upper_a_outward_count,0.1340535658630109,0.4780499973925443,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_transfer_abs_max,raw_only_upper_b_outward_count,0.03683055274785642,0.3992017223531137,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_adjustment_cost_abs_max,raw_lower_b_outward_count,-0.030279979248440645,-0.13301614084708535,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_adjustment_cost_abs_max,raw_upper_b_outward_count,0.029959998361003937,0.3634490389559466,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_adjustment_cost_abs_max,raw_only_lower_b_outward_count,-0.030279979248440645,-0.13301614084708535,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_adjustment_cost_abs_max,raw_upper_a_outward_count,0.20494073254971895,0.5046619969775107,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_adjustment_cost_abs_max,raw_only_upper_a_outward_count,0.07282071441211908,0.4730265889751856,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_adjustment_cost_abs_max,raw_only_upper_b_outward_count,-0.0006982860603118056,0.37540261561266763,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_lower_b_outward_count,raw_upper_b_outward_count,-0.12352247899786321,-0.17506726647335977,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_lower_b_outward_count,raw_only_lower_b_outward_count,1.0,1.0,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_lower_b_outward_count,raw_upper_a_outward_count,-0.11323074030395298,-0.15517538626119812,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_lower_b_outward_count,raw_only_upper_a_outward_count,-0.027927734034658244,-0.06534582031805683,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_lower_b_outward_count,raw_only_upper_b_outward_count,-0.12298426505328082,-0.21184583154279701,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_upper_b_outward_count,raw_only_lower_b_outward_count,-0.1235224789978632,-0.17506726647335977,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_upper_b_outward_count,raw_upper_a_outward_count,0.24521574320891076,0.4261701691712,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_upper_b_outward_count,raw_only_upper_a_outward_count,0.23998280276138023,0.41008968218636177,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_upper_b_outward_count,raw_only_upper_b_outward_count,0.7928725324858933,0.9123926599267835,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_only_lower_b_outward_count,raw_upper_a_outward_count,-0.11323074030395298,-0.15517538626119812,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_only_lower_b_outward_count,raw_only_upper_a_outward_count,-0.027927734034658244,-0.06534582031805683,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_only_lower_b_outward_count,raw_only_upper_b_outward_count,-0.12298426505328082,-0.21184583154279701,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_upper_a_outward_count,raw_only_upper_a_outward_count,0.8877779143552191,0.8834941735264337,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_upper_a_outward_count,raw_only_upper_b_outward_count,0.16082584149846288,0.3497278682181349,DESCRIPTIVE_ONLY_NOT_CAUSAL
MATCHED_RAW_PROVINCE_TURNS_2_5,124,raw_only_upper_a_outward_count,raw_only_upper_b_outward_count,0.08385989669287026,0.323663141544203,DESCRIPTIVE_ONLY_NOT_CAUSAL
